Id	Description	Price	Prime	URL	Stars
11	HP 250 G9, Notebook Computer Portatile, Intel N4500, Display HD da 15,6", Ram 8 Gb DDR4, SSD NVMe 256 Gb, W11 Pro	255,00€	True	https://www.amazon.it/HP-250-G9-Notebook-Portatile/dp/B0D9YMLQBV	4,3
12	Computer portatile da 14,1", 6 GB di RAM, 128 GB di SSD, N4000 Celeron Dual-Core, Wi-Fi Bluetooth 2,4/5,0G, 1366 x 768 IPS, design senza ventola, incluso un mouse, tastiera a membrana.	199,99€	True	https://www.amazon.it/Computer-portatile-Dual-Core-Bluetooth-membrana/dp/B0D54CZXPJ	4,4
13	Dell Vostro 5050 SFF PC Computer Desktop, Windows 11 Pro + Office 2021, Intel Core i7-6700 Ram 32GB DDR4 SSD 1TB HDMI Display Port (Ricondizionato)	265,00€	False	https://www.amazon.it/Dell-Computer-Desktop-Windows-Ricondizionato/dp/B0BVMBB7R1	4,2
14	jumper Computer Portatile 16 Pollici Installato 1 Anno 365 Office, Fino a 2,5 GHz Celeron 5305U (4 GB RAM 128 GB SSD) PC Portatile, Windows 11, 1920 x 1200 IPS, Bluetooth 4.0, USB 3.0 × 2	269,99€	True	https://www.amazon.it/jumper-Computer-Portatile-Installato-Bluetooth/dp/B0DGQ26CQ7	4,6
15	HP Chromebook 15a-na0000sl, Intel Celeron N4500, 8GB RAM LPDDR4, eMMC da 128GB, Display da 15,6" HD, SVA, Antiriflesso, Scheda grafica Intel UHD 600, Wi-Fi, Webcam HD, ChromeOS, Rose Gold	299,99€	True	https://www.amazon.it/HP-Chromebook-15a-na0000sl-Antiriflesso-ChromeOS/dp/B0BLW5SN1M	4,3
16	Acer Aspire 1 A115-32-C56R PC Portatile, Notebook, Processore Intel Celeron N4500, RAM 4 GB DDR4, 128 GB eMMC, Display 15.6" FHD LED LCD, Intel UHD, Microsoft 365, Windows 11 Home in S mode, Silver	279,00€	True	https://www.amazon.it/Acer-A115-32-C56R-Portatile-Processore-Microsoft/dp/B09GK8VW72	4,4
17	HP Laptop 15s-fq3002sl, Intel Celeron N4500, RAM 8 GB, SSD 128 GB, Grafica Intel UHD, Schermo 15.6” FHD SVA, Ultraslim, Webcam, Lettore Micro SD/SD, USB-C, Windows 11S, Argento	299,99€	True	https://www.amazon.it/HP-15s-fq3002sl-Notebook-modalit%C3%A0-USB/dp/B0C5XLZVX7	3,9
18	Lenovo, Pc portatile Intel Core i5 Pronto All'Uso con Pacchetto libre office, Notebook Con Display HD da 14", Ram 16Gb, SSD 512Gb, Garanzia Italiana (Ricondizionato)	265,00€	False	https://www.amazon.it/Lenovo-portatile-notebook-Display-computer/dp/B09HMXSB2B	4,3
19	Samsung Galaxy Book4, Intel® Core™ 5 Processor, 16GB RAM, 512GB, Laptop 15.6" Super AMOLED, Windows 11 Home, Moonstone Gray [Versione Italiana]	599,00€	True	https://www.amazon.it/SAMSUNG-Display-Processore-Versione-italiana/dp/B0CWRT965H	4,1
20	HP 250 G9, Notebook Pc Portatile, Display HD 15,6’’, CPU Intel Celeron N4500, 16 GB Ram DDR4, 512 GB SSD NVMe, Windows 11 Pro, Pronto All’Uso	309,00€	True	https://www.amazon.it/HP-G9-Notebook-Portatile-Display/dp/B0CQ5JQRTD	4,6
21	PC fisso Computer desktop - Intel Core I7 4770 - Ram 32 GB - SSD 1 TB - Intel HD 4600 - masterizzatore - Wi-Fi interno - Windows 11 Pro - HDMI -VGA - DVI - 6 x USB 2.0-3 x USB 3.0	516,00€	True	https://www.amazon.it/PC-fisso-Computer-desktop-masterizzatore/dp/B0BBWFCGFH	4,5
22	Pc Fisso i5 intel core Cpu fino a 3.40ghz, 16gb Ram, Ssd da 500gb, Wifi Incluso USB, Lettore card, Windows 11 Pro, Office 2019, Computer PC Desktop completo per ufficio,casa pronto all'uso	199,90€	True	https://www.amazon.it/3-40ghz-Incluso-Lettore-Computer-completo/dp/B0CQRKPNDD	4,0
23	Laptop Ultra Sottile da 10,1 Pollici per Android 12, Display IPS 1280x800, Computer Portatile con Processore Quad Core con Mouse, Batteria da 5000 MAh, per Studenti, Aziende	160,84€	False	https://www.amazon.it/1280x800-Computer-Portatile-Processore-Batteria/dp/B0DFHXH71R	None
24	bvate PC Portatile 14 Pollici Computer Portatile 8GB RAM 256GB SSD RPM 600 Notebook Celeron Fino a 2.8Ghz Laptop Win 11 con Mouse Wireless & Adesivi per Tastiera Italiana-Argento	229,99€	True	https://www.amazon.it/bvate-Portatile-Computer-Notebook-Italiana-Argento/dp/B0D8WB5SVN	4,8
25	Lenovo IdeaPad Slim 3 Notebook 15,6” FHD (1920x1080) - AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, Windows 11 Home, WiFi 6 - Arctic Grey, Esclusiva Amazon	557,90€	True	https://www.amazon.it/Lenovo-IdeaPad-Slim-Inch-Laptop/dp/B0CK8D4G2G	4,5
26	HP Laptop 15s-fq5007sl, Notebook, Intel Core i5-1235U, RAM 16GB DDR4, SSD 512 GB, Intel Iris X, Display 15.6” FHD, IPS, Antiriflesso, Wi-Fi, Lettore SD, Webcam HD, Windows 11, Argento	549,99€	False	https://www.amazon.it/HP-15s-fq5007sl-Notebook-i5-1235U-Antiriflesso/dp/B0CP7V6SYC	4,3
27	Lenovo IdeaPad Slim 3 Notebook Chromebook 14" FHD (1920x1080), MediaTek Kompanio 520, 8GB RAM, 128GB eMMC, ChromeOS, WiFi 6 - Abyss Blue, Esclusiva Amazon	279,00€	True	https://www.amazon.it/Lenovo-Slim-Full-Chromebook-Laptop/dp/B0CK8D97V1	4,0
28	AOC PC Portatile 16GB DDR4 RAM 512GB SSD, N97 è superiore al N95,15.6 Pollici FHD Schermo,Gaming Notebook, Laptop (fino a 3,6 GHz) 5G WiFi/BT5.1, USB3.0, HDMI 2.0 Computer Portatile (Grigio)	399,98€	True	https://www.amazon.it/AOC-Portatile-superiore-Notebook-Computer/dp/B0D8L79YR8	4,5
29	ASUS Chromebook CX1 CX1400CKA, Notebook 14" Anti-Glare, Intel Celeron N4500, RAM 4GB, 64GB eMMC, Intel UHD Graphics 600, ChromeOS, Argento	229,00€	True	https://www.amazon.it/ASUS-Chromebook-CX1400CKA-Notebook-Anti-Glare/dp/B0BSLLC15K	4,2
30	NOTODD PC Portatile Laptop Win11 12GB 512GB 1TB SSD Espansione, Notebook 16 Pollici Celeron N5095 (fino a 2.9Ghz) 丨Ventola di Raffreddamento丨5G WIFI丨1920 * 1200 2K Schermo Doppio- Viola	384,99€	True	https://www.amazon.it/NOTODD-Portatile-Espansione-N5095-Raffreddamento%E4%B8%A85G/dp/B0D836GQL5	4,7
31	jumper Computer portatile, 16 Pollici IPS 1200P FHD Schermo, Processore 5305U, 4GB RAM 128GB SSD PC portatile, Abbonamento di 1 Anno Office 365,Tastiera numerica, Altoparlanti stereo, HDMI, WiFi	529,99€	True	https://www.amazon.it/jumper-portatile-Processore-Abbonamento-Altoparlanti/dp/B0DBLFSZG2	4,4
32	HP 250 G9 Computer portatile Display 15.6" 1366 x 768 Pixel Intel N4500 8 GB DDR4-SDRAM 256GB SSD Wi-Fi OPEN OFFICE W11	269,00€	True	https://www.amazon.it/HP-250-G9-portatile-DDR4-SDRAM/dp/B0CV14JFZ6	4,2
33	Greed® Ultra V2 PC fisso Intel Core i9 10900F - Desktop veloce + computer per ufficio e casa con 5,2 GHz - 32 GB RAM - Disco SSD da 1 TB + HDD da 1 TB - DVD+RW - USB3.1 - Wi-Fi, W11 Pro	739,90€	False	https://www.amazon.it/Greed%C2%AE-Ultra-fisso-Intel-10700/dp/B0C4YQP8VG	4,1
34	ACEMAGIC PC Portatile Gaming con In-tel Alder Lake N97 (Fino a 3.6Ghz) Gaming Notebook,16GB DDR4 RAM 512GB SSD,WiFi,BT5.0,Type_C, USB3.2,HDMI,Computer Laptop - Versione 2.0	359,99€	True	https://www.amazon.it/ACEMAGIC-Portatile-Alder-Notebook-Computer/dp/B0D5B6BR23	4,1
35	Golook PC Desktop Fisso Gaming • Core i7 • 32GB RAM • Scheda Video GTX750Ti 4GB • 1TB SSD • WiFi • W11 Pro • Computer • HDMI VGA • 4 Ventole RGB	489,00€	False	https://www.amazon.it/Golook-Desktop-Gaming-Computer-Ventole/dp/B0CSDWFJWB	4,2
36	BMAX PC Portatile 14 Pollice Full HD, 8GB DDR4 256GB SSD Laptop, Pentium Silver N5000 Processori Quad Core Computer Portatile S14 Pro, Bluetooth 5.0, 1920x1080, 2.4G/5G WiFi, USB 3.0, Mini HDMI	209,99€	True	https://www.amazon.it/BMAX-Portatile-Processori-S14-Pro/dp/B0DDCDJFF8	4,5
37	Lenovo Thinkpad L480 Notebook Pc Portatile i3-8130u, Ram 8 Gb, SSD 240 Gb, Display Full HD da 14", WiFi, Bluetooth, Cam, Win 10 Pro Laptop QWERTY (Ricondizionato)	149,00€	True	https://www.amazon.it/Lenovo-Thinkpad-Portatile-Bluetooth-Ricondizionato/dp/B0DK71XR1V	None
38	HP ProDesk, Pc Desktop Pronto All'Uso, Computer Pc Fisso Intel i5-4570, Ram 16Gb, SSD 512Gb, Pacchetto Libre, DVD, W10 (Ricondizionato)	105,00€	True	https://www.amazon.it/HP-ProDesk-Computer-Pacchetto-Ricondizionato/dp/B0BY955YQN	4,3
39	MAXLEGEN PC Portatile 15,6", 16GB RAM 512GB SSD N95(Fino a 3,4 GHz) Computer Portatile, 2.4G/5G WiFi, BT5.0, Type C, USB3.0, Tastiera Numerica Dimensione Piena Per Ufficio, Mouse incluso	339,99€	True	https://www.amazon.it/MAXLEGEN-Portatile-Notebook-Computer-portatile/dp/B0CQ1S5SKG	4,5
40	PC Portatile 15.6 Pollici, Notebook Core I5-8210Y Processore, Notebook 16GB RAM 512GB SSD, Laptop con 1920*1080 IPS Full HD Schermo, Notebook con USB 3.0/Type-C/Mini HDMI, /TF Card Slot to 1TB	366,99€	True	https://www.amazon.it/Portatile-Pollici-Notebook-I5-8210Y-Processore/dp/B0D9LMN9S4	4,0
41	PC Portatile 16GB RAM 512GB 1TB SSD Espansione Core i3 (fino a 3,2Ghz) Notebook 16 Pollici Computer Portatile 1920*1200 IPS UHD Tipo C 5G WiFi con mouse & adesivi per tastiera Italiana-Argento	379,99€	True	https://www.amazon.it/Portatile-Espansione-Notebook-Computer-Italiana-Argento/dp/B0D8WF5RHR	4,7
42	ASUS Vivobook 15 F1504ZA#B086ZRTQH5, Notebook con Monitor da 15,6" FHD Anti-Glare, 60Hz, Intel Core 12ma gen i5-1235U, RAM 16GB, 512GB SSD PCIE, grafica Intel Iris Xe, WIN 11 HOME, Argento	526,84€	True	https://www.amazon.it/ASUS-Vivobook-B086ZRTQH5-Notebook-Anti-Glare/dp/B086ZRTQH5	4,2
43	Apple 2022 PC Portatile MacBook Air con chip M2: display Liquid Retina 13,6'', 8GB di RAM, 256GB di archiviazione​​​​​​​ SSD storage, tastiera retroilluminata; color​​​​​​​ Mezzanotte	999,00€	True	https://www.amazon.it/2022-Apple-Portatile-MacBook-chip/dp/B0B3CM79ZH	4,8
44	Fujitsu Esprimo P757/E85+ Intel Quad Core i7 1TB SSD Hard Drive 32GB Memoria Windows 11 Pro DVD Masterizzatore Business Tower Computer PC (Ricondizionato)	250,00€	False	https://www.amazon.it/Fujitsu-Masterizzatore-Business-Computer-Ricondizionato/dp/B0B5Z8FHWK	4,3
45	Lenovo Pc Portatile Notebook, Display Full HD da 15,6", Cpu Intel N4500, Ram 8Gb, Ssd 256Gb, Windows 11 Pro, Office 2021 Pro Plus + Mouse Wireless, Pronto All'Uso, 82QY	272,00€	False	https://www.amazon.it/Lenovo-Portatile-Notebook-Wireless-82QY/dp/B0CM6W4JMN	4,3
46	Postazione PC COMPLETA, Processore i7, Ram 16Gb, SSD 256Gb, Wi-Fi, sistema operativo attivo a vita - Pronto all'uso con programmi installati - Tastiera, mouse e MONITOR 23" RICONDIZIONATO	199,00€	False	https://www.amazon.it/Postazione-COMPLETA-Processore-sistema-operativo/dp/B0DCBXB54H	5,0
47	jumper Computer Portatile 15.6 Pollici HD Display, 4GB RAM 128GB SSD, 5205U Processore PC Portatile, 38Wh Batteria, Doppi Altoparlanti Stereo, Type-C, USB3.0, Notebook include un 1 Anno Office 365	259,99€	True	https://www.amazon.it/jumper-Computer-Portatile-Processore-Altoparlanti/dp/B0D7M8G4JB	4,6
48	jumper Computer Portatile 15.6" FHD display, 1 Anno Office 365, 12GB RAM 128GB eMMc+512GB SSD, Processore 5305U PC portatile, Batteria 38Wh, Due altoparlanti stereo, Tipo-C, USB 3.0, Tastiera digitale	322,99€	True	https://www.amazon.it/jumper-Portatile-Processore-portatile-altoparlanti/dp/B0DFWKW7ZG	4,3
49	PcRenewed PC Desktop Fisso core I7 6700 Potente | 32 GB Ram |SSD M.2 512GB + HDD 1TB | HDMI Windows 11 Pro -office 19 (Ricon (Solo PC)	389,00€	True	https://www.amazon.it/PcRenewed-Desktop-Potente-Windows-office/dp/B0D1LP4F1Z	4,2
50	AOCWEI JSY Laptop Win 11 PC Portatile N5095 (fino to 2.9 GHz), 14 Pollici Notebook 8 GB 256 GB SSD 1TB Estensioni丨Dual WIFI Supporto丨Ventola Raffreddamento Schermo丨1920 * 1200 2K FHD-Blue	254,99€	True	https://www.amazon.it/AOCWEI-Estensioni%E4%B8%A8Dual-Supporto%E4%B8%A8Ventola-Raffreddamento-Schermo%E4%B8%A81920/dp/B0CWMDQS39	4,8
51	MSI Modern 14 C12M-203IT, Notebook 14" Full-HD 60Hz, Intel I3-1215U, Intel UHD, 8GB RAM DDR4, 512GB SSD M.2 PCIe 3, WiFi 6, Win 11 Home [Layout e Garanzia ITA]	399,00€	True	https://www.amazon.it/MSI-C12M-203IT-Notebook-I3-1215U-Garanzia/dp/B0B21RWS8K	4,1
52	Hp Pc desktop i7 pronto all'uso,16 Gb Ram, ssd 512 Gb, DVD,Wi Fi, Office 2021 Windows 11 PRO,Computer fisso Pc i7	184,00€	False	https://www.amazon.it/desktop-pronto-alluso-Windows-Computer/dp/B07CGBYBXM	4,0
53	Lenovo, Pc Portatile Notebook, Full hd 15,6", Intel i3-1215U, 8GB Ram DDR4, 256GB Ssd NVMe, Windows 11 Pro	308,00€	False	https://www.amazon.it/Lenovo-Portatile-Notebook-i3-1215U-Windows/dp/B0CBVR9HSK	4,6
54	Samsung Galaxy Book3 360 Laptop, 13.3" Super AMOLED, S Pen, Intel EVO, Intel Core i5-1340P 13th gen, 8GB RAM, 256GB SSD, Windows 11 Home, Graphite	674,49€	True	https://www.amazon.it/Samsung-Galaxy-i5-1340P-Windows-Graphite/dp/B0C5RSCDXQ	4,3
55	WOZIFAN Win 11 Computer PC Portatile Notebook 14 Pollici 1080P 6+256GB 2.4G+5G Supporta La Scheda SSD La Scheda TF Estesa, Wireless Bluetooth Mouse Wifi, Italiana Tastiera blu	269,99€	True	https://www.amazon.it/WOZIFAN-Computer-Portatile-Notebook-Bluetooth/dp/B0CXHSKV1C	4,7
56	ACEMAGIC PC Portatile,16GB DDR4 512GB SSD,In-tel N97(Sconfitta N95/N100,Fino a 3,6GHz),16 Pollici Notebook,1920 * 1200 IPS Full HD Portatile,Scocca in metallo,WiFi6,BT5.0,3*USB3.2,HDMI,tipo C Ufficio	389,99€	True	https://www.amazon.it/ACEMAGIC-Portatile-espansione-Lake-N95%E3%80%90Battere-Notebook/dp/B0CWNPLJCX	4,4
57	jumper Computer Portatile 15.6 Pollici HD display, Office 365, Windows 11, 4GB RAM 128GB SSD, Processore 5205U PC Portatile, Batteria 38Wh, Due Altoparlanti Stereo, Tipo-C, USB 3.0, Tastiera Digitale	459,99€	True	https://www.amazon.it/jumper-Computer-Portatile-Processore-Altoparlanti/dp/B0DFC1GRPC	5,0
58	Notebook Hp Elitebook 820 G3 12,5 Pollici, Pc Computer Portatile Ricondizionato, Intel core i5-6200U, 8gb Ram SSD 256Gb, Windows 11 Pro	197,00€	True	https://www.amazon.it/Elitebook-820-G3-Portatile-Ricondizionato/dp/B0CWGYCWKT	4,2
59	HP POSTAZIONE COMPLETA PC 8200 I5 3,1 Ghz 8GB RAM 240GB SSD 10X PORTE USB - key WI-FI + MONITOR Dell 2014HF + Tastiera e Mouse TRUST (Ricondizionato)	173,00€	True	https://www.amazon.it/POSTAZIONE-COMPLETA-HP-Tastiera-Ricondizionato/dp/B085TR8PJ1	4,0
60	NOTODD PC Portatile Laptop Celeron N4020 (fino a 2.8 GHz), Win 11 Notebook 14 Pollici con 6GB+256GB SSD Expansion 1TB 5G WiFi, BT4.2 Supporto Mouse Wireless & Protezione Tastiera -Blu	299,99€	True	https://www.amazon.it/NOTODD-Portatile-Notebook-Expansion-Protezione/dp/B0D7ZRJJRM	5,0
61	Lenovo Notebook NUOVO • Ram 16GB • CPU Intel i5-1342H • Monitor 15.6" Full HD • SSD 512 GB • Ingresso LAN, HDMI, USB • Sistema operativo WIN 11 PRO e Libre Office • Pc portatile pronto all'uso	445,00€	True	https://www.amazon.it/Lenovo-portatile-notebook-Display-garanzia/dp/B0BFB11YY6	4,4
62	HP Pro Desk, Pc Desktop Pronto All'Uso, Computer Pc Fisso Intel i5, Ram 16Gb, SSD 512Gb, Pacchetto Office 2021, Windows 11 Pro (Ricondizionato)	141,98€	True	https://www.amazon.it/HP-Desktop-Computer-Pacchetto-Ricondizionato/dp/B0BMVQP1VT	4,3
63	Tablet 10 Pollici Andriod 13 GMS, 12 GB RAM+128 GB ROM (TF 1TB), Octa Core, Tablet PC Dual Caméra HD/IPS, 6000mAh, Tablet WiFi con Bluetooth Type-C Netflix Tablet in offerta Tastiera e Mouse, Rosa	89,99€	False	https://www.amazon.it/Pollici-Andriod-6000mAh-Bluetooth-Tastiera/dp/B0CXXFKKVZ	4,1
64	TECLAST F16Pro PC Portatile 15,6 Pollici FHD, 16GB RAM 512GB SSD, Intel N95 Notebook(fino a 3.4Ghz), Tastiera Retroilluminata Computer Portatile, WiFi 6/BT 5.0, HDMI, Type C, USB3.0, Laptop 2024	399,99€	True	https://www.amazon.it/TECLAST-F16Pro-Portatile-Notebook-Retroilluminata/dp/B0CQK524N8	4,3
65	ACEMAGIC PC Portatile 16GB DDR4 RAM 512GB SSD,lntel N97【Battere N100/N95,Fino a 3.6Ghz】Gaming Notebook,15.6" Full HD Computer portatile 2.4G/5G WiFi,BT5.0,Type_C, USB3.2,HDMI Argento	359,69€	True	https://www.amazon.it/ACEMAGIC-Portatile-Notebook-Computer-portatile/dp/B0CB7FRFZB	4,1
66	Lenovo, Pc Portatile Notebook, Display FHD da 15,6", cpu Intel N4500, Ram 16Gb, SSD M2 500Gb, Windows 11, Computer Portatile Pronto all'uso	319,00€	True	https://www.amazon.it/Lenovo-portatile-notebook-Display-computer/dp/B09HSBGWY1	4,3
67	HP EliteBook Portatile 840 G1 - iCore i5 4300U - Ram 8GB - SSD 250GB - Led 14 pollici - Win 10 Pro (Ricondizionato)	190,00€	True	https://www.amazon.it/Portatile-HP-EliteBook-840-Ricondizionato/dp/B07NRYWDHP	4,1
68	PC Computer Fisso Desktop i5 - Windows 11 PRO - HDMI e VGA - Wireless - Lettore Masterizzatore CD DVD - Ufficio Internet Scuola (RAM 16 GB, SSD 240 GB)	229,90€	False	https://www.amazon.it/Computer-Fisso-Desktop-Intel-2-8GHZ/dp/B08WPV656T	4,0
69	Acer Chromebook 314 CB314-2H-K227 Notebook, Pc Portatile con Processore MediaTek M8183, Ram 4 GB DDR4, eMMC 64 GB, Display 14" FHD LED LCD, Scheda Grafica Mali-G72 MP3, ChromeOS, Silver	229,00€	True	https://www.amazon.it/Acer-Chromebook-CB314-2H-K227-Portatile-Processore/dp/B0CXTDFLNW	4,3
70	Hcjip PC Portatile 15,6 Pollici 16G RAM 512G ROM Computer Portatile Processore Quad Core Celeron N5095, Fino a 2,9 GHz, 1080P FHD Laptop, WiFi, Bluetooth, Mini HDMI, USB 3.0, Type C (Grigio Argento)	269,99€	True	https://www.amazon.it/Hcjip-Portatile-Processore-N5095-Bluetooth/dp/B0DCVQGH59	4,0
71	Pc Computer Business e Office Multimedia | i7 6700 8-Threads, 4.0 GHz | 32 GB RAM | 1 TERA SSD | WLAN | DVD | USB3 | Windows 11 Professional Garanzia 36 Mesi (Ricon	429,00€	False	https://www.amazon.it/Computer-Business-Multimedia-8-Threads-Professional/dp/B0CYHG2K14	4,1
72	Microsoft Surface Laptop 3 Platino 13.5" 2256 x 1504 Pixel Touch Intel i5-1035G7 Ram 8GB SSD 256Gb Windows 11 Pro (Ricondizionato)	515,00€	True	https://www.amazon.it/Microsoft-Surface-Platino-i5-1035G7-Ricondizionato/dp/B0D4VYTCXN	4,4
73	HP 250 G9 notebook portatile, ram 16 gb ddr4, SSD da 512 Gb display fullhd 15.6", N 4500, Tastiera retroilluminata, Wi-fi 6, 3 usb, Win 11 pro, libre office, pronto all'uso, garanzia italia	459,00€	True	https://www.amazon.it/HP-Notebook-Portatile-Display-Garanzia/dp/B09RC3TC6Z	4,3
74	FUNYET PC Portatile 14 Pollici Notebook Win 11 Computer 16GB RAM,1TB SSD Supporta La Scheda SSD La Scheda TF Estesa, Wireless Bluetooth Rotazione di 180°	319,99€	True	https://www.amazon.it/FUNYET-Portatile-Notebook-Bluetooth-Rotazione/dp/B0D6TQN1WV	4,1
75	Lenovo, Thinkpad Pc portatile Intel Core i5-6Th, Ram 16 Gb, SSD 512 Gb, Pronto all'uso con Pacchetto Libre, Display HD da 14", W10 e Chiavetta USB Fingerprint (Ricondizionato)	258,90€	True	https://www.amazon.it/Lenovo-portatile-Pacchetto-Fingerprint-Ricondizionato/dp/B0CR1RZBYN	4,1
76	Acer Aspire 5 A515-57-51X4 PC Portatile, Notebook, Processore Intel Core i5-12450H, RAM 16 GB DDR4, 1024 GB PCIe NVMe SSD, Display 15.6" IPS FHD LED LCD, Scheda Grafica Intel UHD, Windows 11 Home	629,00€	True	https://www.amazon.it/Acer-A515-57-51X4-Portatile-Processore-i5-12450H/dp/B0CCY7M7HS	4,4
77	HP Elite Book 840 G3 - Computer portatile INTEL CORE I5-6200U 6a generazione 2,3 GHZ WEBCAM 8 GB RAM 256 GB SSD WINDOWS 10 PRO 64 bit (Ricondizionato)	215,00€	False	https://www.amazon.it/HP-Elite-Book-840-Ricondizionato/dp/B084GYCRLB	4,4
78	HP Elitebook, Pc Portatile Notebook, intel i7-6600u 2 Core 2.6 Ghz, Ram 16Gb SSD 512GB, display 14" HD, W10, Pronto all'uso con Pacchetto Libre Office e Chiavetta USB FIngerPrint (Ricondizionato)	258,00€	True	https://www.amazon.it/HP-elitebook-840-G3-portatile/dp/B08D5CF5FM	3,8
79	Lenovo Notebook nuovo • Ram 16gb • cpu Intel N4500 @ 2,8ghz • Monitor 15.6" Full HD • hssd 756 gb • Ingresso lan, hdmi, USB • Sistema operativo win 11 h e Libre Office • mouse wireless + cuffie	369,00€	True	https://www.amazon.it/Lenovo-Notebook-HSSD-1256GB-Pacchetto/dp/B0C7H5K9DB	4,5
80	AOC PC Portatile, 12ª N97 CPU(Up to 3,6GHz), Gaming Notebook 16GB DDR4 RAM 512GB SSD Laptop, 15.6 Pollice FHD Schermo, 5G WiFi/BT5.1, USB3.2, HDMI Notebook, Tipo-C,Espandi a 2TB PC Portatili	395,99€	True	https://www.amazon.it/AOC-Portatile-Notebook-Pollice-Portatili/dp/B0D9B9VH47	4,2
81	Apple MacBook Pro Retina Display con 2.3GHz Intel Core i5 Dual Core (13-inch, 8GB RAM, 128GB SSD) (QWERTY English) Argento (Ricondizionato)	384,99€	False	https://www.amazon.it/Apple-MacBook-Display-MPXQ2LL-Ricondizionato/dp/B07NNYRRF5	3,6
82	2017 Apple MacBook Air con 1.8GHz Intel Core i5 (13-pollici, 8GB RAM, 128GB SSD di Memoria) (Tastiera QWERTY US) - Argento (Ricondizionato)	297,90€	True	https://www.amazon.it/Apple-MacBook-13-pollici-Memoria-Tastiera/dp/B09L8QH2VP	3,9
83	HP Envy x360 15-fh0002sl Convertibile, AMD Ryzen 7-7730U, RAM 16GB, SSD 512GB, AMD Radeon Integrata, Schermo Touch da 15.6” FHD IPS Antiriflesso, Audio B&O, HP Privacy Cam, Windows 11, Metallo, Nero	799,99€	True	https://www.amazon.it/HP-15-fh0002sl-Convertibile-Integrata-Antiriflesso/dp/B0CW9Y8HWV	4,3
